patologia,relazione,entita_collegata,tipo_entita,diagnosi,esami_laboratorio,ambito,terapia,farmaci,quadro_radiologico,anatomia_patologica
Endometriosi,FATTORE_RISCHIO,anamnesi familiare positiva,stile_vita,"anamnesi con valutazione della sintomatologia dolorosa, ecografia transvaginale (endometriosi profonda), RMN pelvi (endometriosi profonda), laparoscopia con biopsia (gold standard)","CA-125 (moderatamente elevato), ecografia transvaginale, RMN pelvi, laparoscopia con istologia",Ginecologia,"antinfiammatori (ibuprofene), contraccettivi orali continuativi, progestinici (dienogest), GnRH agonisti, laparoscopia terapeutica/diagnostica, fecondazione assistita","Ibuprofene 400 mg x3/die
Pillola anticoncezionale continua (etinilestradiolo + desogestrel)
Dienogest 2 mg/die
Levonorgestrel-IUS (Mirena)
GnRH agonisti (leuprorelin) 3.75 mg/mese
GnRH antagonista (elagolix) 200 mg x2/die
Paracetamolo 1g x4/die","- Ecografia transvaginale: endometriomi ovarici (cisti ""terrena""), noduli di endometriosi profonda nel setto retovaginale e nel legamento uterosacrale
- RMN pelvi: valutazione dell'endometriosi profonda (setto retovaginale, vescica, intestino), endometriomi ovarici, adenomiosi associata
- Isteroscopia: valutazione endocavitaria in casi selezionati
","- Macroscopico: lesioni ""a pozzetto"" di colore bluastro o bruno, cisti ovariche con contenuto cioccolato (endometriomi)
- Istologico: tessuto endometriale ectopico con ghiandole e stroma, emorragie cicliche, fibrosi reattiva
- Immunohistochimica: positivita' per CK7, ER, PR, CA-125
- Colorazioni: H&E, CD10 (stroma endometriale)
"
Endometriosi,FATTORE_RISCHIO,mestruazioni abbondanti e lunghe,stile_vita,"anamnesi con valutazione della sintomatologia dolorosa, ecografia transvaginale (endometriosi profonda), RMN pelvi (endometriosi profonda), laparoscopia con biopsia (gold standard)","CA-125 (moderatamente elevato), ecografia transvaginale, RMN pelvi, laparoscopia con istologia",Ginecologia,"antinfiammatori (ibuprofene), contraccettivi orali continuativi, progestinici (dienogest), GnRH agonisti, laparoscopia terapeutica/diagnostica, fecondazione assistita","Ibuprofene 400 mg x3/die
Pillola anticoncezionale continua (etinilestradiolo + desogestrel)
Dienogest 2 mg/die
Levonorgestrel-IUS (Mirena)
GnRH agonisti (leuprorelin) 3.75 mg/mese
GnRH antagonista (elagolix) 200 mg x2/die
Paracetamolo 1g x4/die","- Ecografia transvaginale: endometriomi ovarici (cisti ""terrena""), noduli di endometriosi profonda nel setto retovaginale e nel legamento uterosacrale
- RMN pelvi: valutazione dell'endometriosi profonda (setto retovaginale, vescica, intestino), endometriomi ovarici, adenomiosi associata
- Isteroscopia: valutazione endocavitaria in casi selezionati
","- Macroscopico: lesioni ""a pozzetto"" di colore bluastro o bruno, cisti ovariche con contenuto cioccolato (endometriomi)
- Istologico: tessuto endometriale ectopico con ghiandole e stroma, emorragie cicliche, fibrosi reattiva
- Immunohistochimica: positivita' per CK7, ER, PR, CA-125
- Colorazioni: H&E, CD10 (stroma endometriale)
"
Endometriosi,FATTORE_RISCHIO,esordio mestruale precoce,stile_vita,"anamnesi con valutazione della sintomatologia dolorosa, ecografia transvaginale (endometriosi profonda), RMN pelvi (endometriosi profonda), laparoscopia con biopsia (gold standard)","CA-125 (moderatamente elevato), ecografia transvaginale, RMN pelvi, laparoscopia con istologia",Ginecologia,"antinfiammatori (ibuprofene), contraccettivi orali continuativi, progestinici (dienogest), GnRH agonisti, laparoscopia terapeutica/diagnostica, fecondazione assistita","Ibuprofene 400 mg x3/die
Pillola anticoncezionale continua (etinilestradiolo + desogestrel)
Dienogest 2 mg/die
Levonorgestrel-IUS (Mirena)
GnRH agonisti (leuprorelin) 3.75 mg/mese
GnRH antagonista (elagolix) 200 mg x2/die
Paracetamolo 1g x4/die","- Ecografia transvaginale: endometriomi ovarici (cisti ""terrena""), noduli di endometriosi profonda nel setto retovaginale e nel legamento uterosacrale
- RMN pelvi: valutazione dell'endometriosi profonda (setto retovaginale, vescica, intestino), endometriomi ovarici, adenomiosi associata
- Isteroscopia: valutazione endocavitaria in casi selezionati
","- Macroscopico: lesioni ""a pozzetto"" di colore bluastro o bruno, cisti ovariche con contenuto cioccolato (endometriomi)
- Istologico: tessuto endometriale ectopico con ghiandole e stroma, emorragie cicliche, fibrosi reattiva
- Immunohistochimica: positivita' per CK7, ER, PR, CA-125
- Colorazioni: H&E, CD10 (stroma endometriale)
"
Endometriosi,FATTORE_RISCHIO,cicli mestruali brevi (<27 giorni),stile_vita,"anamnesi con valutazione della sintomatologia dolorosa, ecografia transvaginale (endometriosi profonda), RMN pelvi (endometriosi profonda), laparoscopia con biopsia (gold standard)","CA-125 (moderatamente elevato), ecografia transvaginale, RMN pelvi, laparoscopia con istologia",Ginecologia,"antinfiammatori (ibuprofene), contraccettivi orali continuativi, progestinici (dienogest), GnRH agonisti, laparoscopia terapeutica/diagnostica, fecondazione assistita","Ibuprofene 400 mg x3/die
Pillola anticoncezionale continua (etinilestradiolo + desogestrel)
Dienogest 2 mg/die
Levonorgestrel-IUS (Mirena)
GnRH agonisti (leuprorelin) 3.75 mg/mese
GnRH antagonista (elagolix) 200 mg x2/die
Paracetamolo 1g x4/die","- Ecografia transvaginale: endometriomi ovarici (cisti ""terrena""), noduli di endometriosi profonda nel setto retovaginale e nel legamento uterosacrale
- RMN pelvi: valutazione dell'endometriosi profonda (setto retovaginale, vescica, intestino), endometriomi ovarici, adenomiosi associata
- Isteroscopia: valutazione endocavitaria in casi selezionati
","- Macroscopico: lesioni ""a pozzetto"" di colore bluastro o bruno, cisti ovariche con contenuto cioccolato (endometriomi)
- Istologico: tessuto endometriale ectopico con ghiandole e stroma, emorragie cicliche, fibrosi reattiva
- Immunohistochimica: positivita' per CK7, ER, PR, CA-125
- Colorazioni: H&E, CD10 (stroma endometriale)
"
Endometriosi,FATTORE_RISCHIO,sterilita',stile_vita,"anamnesi con valutazione della sintomatologia dolorosa, ecografia transvaginale (endometriosi profonda), RMN pelvi (endometriosi profonda), laparoscopia con biopsia (gold standard)","CA-125 (moderatamente elevato), ecografia transvaginale, RMN pelvi, laparoscopia con istologia",Ginecologia,"antinfiammatori (ibuprofene), contraccettivi orali continuativi, progestinici (dienogest), GnRH agonisti, laparoscopia terapeutica/diagnostica, fecondazione assistita","Ibuprofene 400 mg x3/die
Pillola anticoncezionale continua (etinilestradiolo + desogestrel)
Dienogest 2 mg/die
Levonorgestrel-IUS (Mirena)
GnRH agonisti (leuprorelin) 3.75 mg/mese
GnRH antagonista (elagolix) 200 mg x2/die
Paracetamolo 1g x4/die","- Ecografia transvaginale: endometriomi ovarici (cisti ""terrena""), noduli di endometriosi profonda nel setto retovaginale e nel legamento uterosacrale
- RMN pelvi: valutazione dell'endometriosi profonda (setto retovaginale, vescica, intestino), endometriomi ovarici, adenomiosi associata
- Isteroscopia: valutazione endocavitaria in casi selezionati
","- Macroscopico: lesioni ""a pozzetto"" di colore bluastro o bruno, cisti ovariche con contenuto cioccolato (endometriomi)
- Istologico: tessuto endometriale ectopico con ghiandole e stroma, emorragie cicliche, fibrosi reattiva
- Immunohistochimica: positivita' per CK7, ER, PR, CA-125
- Colorazioni: H&E, CD10 (stroma endometriale)
"
Endometriosi,FATTORE_RISCHIO,anomalie anatomiche uterine,stile_vita,"anamnesi con valutazione della sintomatologia dolorosa, ecografia transvaginale (endometriosi profonda), RMN pelvi (endometriosi profonda), laparoscopia con biopsia (gold standard)","CA-125 (moderatamente elevato), ecografia transvaginale, RMN pelvi, laparoscopia con istologia",Ginecologia,"antinfiammatori (ibuprofene), contraccettivi orali continuativi, progestinici (dienogest), GnRH agonisti, laparoscopia terapeutica/diagnostica, fecondazione assistita","Ibuprofene 400 mg x3/die
Pillola anticoncezionale continua (etinilestradiolo + desogestrel)
Dienogest 2 mg/die
Levonorgestrel-IUS (Mirena)
GnRH agonisti (leuprorelin) 3.75 mg/mese
GnRH antagonista (elagolix) 200 mg x2/die
Paracetamolo 1g x4/die","- Ecografia transvaginale: endometriomi ovarici (cisti ""terrena""), noduli di endometriosi profonda nel setto retovaginale e nel legamento uterosacrale
- RMN pelvi: valutazione dell'endometriosi profonda (setto retovaginale, vescica, intestino), endometriomi ovarici, adenomiosi associata
- Isteroscopia: valutazione endocavitaria in casi selezionati
","- Macroscopico: lesioni ""a pozzetto"" di colore bluastro o bruno, cisti ovariche con contenuto cioccolato (endometriomi)
- Istologico: tessuto endometriale ectopico con ghiandole e stroma, emorragie cicliche, fibrosi reattiva
- Immunohistochimica: positivita' per CK7, ER, PR, CA-125
- Colorazioni: H&E, CD10 (stroma endometriale)
"
Endometriosi,FATTORE_RISCHIO,basso BMI,stile_vita,"anamnesi con valutazione della sintomatologia dolorosa, ecografia transvaginale (endometriosi profonda), RMN pelvi (endometriosi profonda), laparoscopia con biopsia (gold standard)","CA-125 (moderatamente elevato), ecografia transvaginale, RMN pelvi, laparoscopia con istologia",Ginecologia,"antinfiammatori (ibuprofene), contraccettivi orali continuativi, progestinici (dienogest), GnRH agonisti, laparoscopia terapeutica/diagnostica, fecondazione assistita","Ibuprofene 400 mg x3/die
Pillola anticoncezionale continua (etinilestradiolo + desogestrel)
Dienogest 2 mg/die
Levonorgestrel-IUS (Mirena)
GnRH agonisti (leuprorelin) 3.75 mg/mese
GnRH antagonista (elagolix) 200 mg x2/die
Paracetamolo 1g x4/die","- Ecografia transvaginale: endometriomi ovarici (cisti ""terrena""), noduli di endometriosi profonda nel setto retovaginale e nel legamento uterosacrale
- RMN pelvi: valutazione dell'endometriosi profonda (setto retovaginale, vescica, intestino), endometriomi ovarici, adenomiosi associata
- Isteroscopia: valutazione endocavitaria in casi selezionati
","- Macroscopico: lesioni ""a pozzetto"" di colore bluastro o bruno, cisti ovariche con contenuto cioccolato (endometriomi)
- Istologico: tessuto endometriale ectopico con ghiandole e stroma, emorragie cicliche, fibrosi reattiva
- Immunohistochimica: positivita' per CK7, ER, PR, CA-125
- Colorazioni: H&E, CD10 (stroma endometriale)
"
Endometriosi,TARGET_ETA,15-45 anni,eta,"anamnesi con valutazione della sintomatologia dolorosa, ecografia transvaginale (endometriosi profonda), RMN pelvi (endometriosi profonda), laparoscopia con biopsia (gold standard)","CA-125 (moderatamente elevato), ecografia transvaginale, RMN pelvi, laparoscopia con istologia",Ginecologia,"antinfiammatori (ibuprofene), contraccettivi orali continuativi, progestinici (dienogest), GnRH agonisti, laparoscopia terapeutica/diagnostica, fecondazione assistita","Ibuprofene 400 mg x3/die
Pillola anticoncezionale continua (etinilestradiolo + desogestrel)
Dienogest 2 mg/die
Levonorgestrel-IUS (Mirena)
GnRH agonisti (leuprorelin) 3.75 mg/mese
GnRH antagonista (elagolix) 200 mg x2/die
Paracetamolo 1g x4/die","- Ecografia transvaginale: endometriomi ovarici (cisti ""terrena""), noduli di endometriosi profonda nel setto retovaginale e nel legamento uterosacrale
- RMN pelvi: valutazione dell'endometriosi profonda (setto retovaginale, vescica, intestino), endometriomi ovarici, adenomiosi associata
- Isteroscopia: valutazione endocavitaria in casi selezionati
","- Macroscopico: lesioni ""a pozzetto"" di colore bluastro o bruno, cisti ovariche con contenuto cioccolato (endometriomi)
- Istologico: tessuto endometriale ectopico con ghiandole e stroma, emorragie cicliche, fibrosi reattiva
- Immunohistochimica: positivita' per CK7, ER, PR, CA-125
- Colorazioni: H&E, CD10 (stroma endometriale)
"
Endometriosi,TARGET_ETA,donne in eta' riproduttiva,eta,"anamnesi con valutazione della sintomatologia dolorosa, ecografia transvaginale (endometriosi profonda), RMN pelvi (endometriosi profonda), laparoscopia con biopsia (gold standard)","CA-125 (moderatamente elevato), ecografia transvaginale, RMN pelvi, laparoscopia con istologia",Ginecologia,"antinfiammatori (ibuprofene), contraccettivi orali continuativi, progestinici (dienogest), GnRH agonisti, laparoscopia terapeutica/diagnostica, fecondazione assistita","Ibuprofene 400 mg x3/die
Pillola anticoncezionale continua (etinilestradiolo + desogestrel)
Dienogest 2 mg/die
Levonorgestrel-IUS (Mirena)
GnRH agonisti (leuprorelin) 3.75 mg/mese
GnRH antagonista (elagolix) 200 mg x2/die
Paracetamolo 1g x4/die","- Ecografia transvaginale: endometriomi ovarici (cisti ""terrena""), noduli di endometriosi profonda nel setto retovaginale e nel legamento uterosacrale
- RMN pelvi: valutazione dell'endometriosi profonda (setto retovaginale, vescica, intestino), endometriomi ovarici, adenomiosi associata
- Isteroscopia: valutazione endocavitaria in casi selezionati
","- Macroscopico: lesioni ""a pozzetto"" di colore bluastro o bruno, cisti ovariche con contenuto cioccolato (endometriomi)
- Istologico: tessuto endometriale ectopico con ghiandole e stroma, emorragie cicliche, fibrosi reattiva
- Immunohistochimica: positivita' per CK7, ER, PR, CA-125
- Colorazioni: H&E, CD10 (stroma endometriale)
"
Miomi Uterini,HA_SINTOMO,menorragia (mestruazioni abbondanti e prolungate),sintomo,"ecografia transvaginale (gold standard), ecografia addominale, RMN pelvi (valutazione pre-operatoria), isteroscopia (miomi sottomucosi)","emocromo (valutazione anemia), ferritina, sideremia, funzionalita' tiroidea, ecografia transvaginale",Ginecologia,"acido tranexamico, fans, contraccettivi orali, GnRH agonisti, ulipristal acetato, miomectomia, embolizzazione arteriosa uterina, isterectomia","Acido tranexamico 1g x3/die
Ibuprofene 400-600 mg x3/die
Contraccettivi orali combinati
Levonorgestrel-IUS (Mirena)
GnRH agonisti (leuprorelin) 3.75 mg/mese
Ulipristal acetato 5 mg/die
Paracetamolo 1g x4/die","- Ecografia transvaginale: masse uterine iperecogene, ben delimitate, con assenza di enhancement posteriore
- RMN pelvi: valutazione precisa del numero, dimensione e localizzazione dei miomi; differenziazione da adenomiosi e tumori maligni
- Isteroscopia: miomi sottomucosi (classificazione FIGO tipo 0, 1, 2)
","- Macroscopico: noduli rotondeggianti, ben delimitati, biancastri, con area di degenerazione ialina o mixoide
- Istologico: fasci di cellule muscolari lisce disposte a spirale o in fasci incrociati, mitosi rare, assenza di atipia
- Varianti: leiomioma cellulare, mitoticamente attivo, atipico, epitelioide
- Colorazioni: H&E, desmina (positiva), actina muscolare liscia (positiva)
"
Miomi Uterini,HA_SINTOMO,metrorragia (sanguinamenti tra un ciclo e l'altro),sintomo,"ecografia transvaginale (gold standard), ecografia addominale, RMN pelvi (valutazione pre-operatoria), isteroscopia (miomi sottomucosi)","emocromo (valutazione anemia), ferritina, sideremia, funzionalita' tiroidea, ecografia transvaginale",Ginecologia,"acido tranexamico, fans, contraccettivi orali, GnRH agonisti, ulipristal acetato, miomectomia, embolizzazione arteriosa uterina, isterectomia","Acido tranexamico 1g x3/die
Ibuprofene 400-600 mg x3/die
Contraccettivi orali combinati
Levonorgestrel-IUS (Mirena)
GnRH agonisti (leuprorelin) 3.75 mg/mese
Ulipristal acetato 5 mg/die
Paracetamolo 1g x4/die","- Ecografia transvaginale: masse uterine iperecogene, ben delimitate, con assenza di enhancement posteriore
- RMN pelvi: valutazione precisa del numero, dimensione e localizzazione dei miomi; differenziazione da adenomiosi e tumori maligni
- Isteroscopia: miomi sottomucosi (classificazione FIGO tipo 0, 1, 2)
","- Macroscopico: noduli rotondeggianti, ben delimitati, biancastri, con area di degenerazione ialina o mixoide
- Istologico: fasci di cellule muscolari lisce disposte a spirale o in fasci incrociati, mitosi rare, assenza di atipia
- Varianti: leiomioma cellulare, mitoticamente attivo, atipico, epitelioide
- Colorazioni: H&E, desmina (positiva), actina muscolare liscia (positiva)
"
Miomi Uterini,HA_SINTOMO,dolore pelvico,sintomo,"ecografia transvaginale (gold standard), ecografia addominale, RMN pelvi (valutazione pre-operatoria), isteroscopia (miomi sottomucosi)","emocromo (valutazione anemia), ferritina, sideremia, funzionalita' tiroidea, ecografia transvaginale",Ginecologia,"acido tranexamico, fans, contraccettivi orali, GnRH agonisti, ulipristal acetato, miomectomia, embolizzazione arteriosa uterina, isterectomia","Acido tranexamico 1g x3/die
Ibuprofene 400-600 mg x3/die
Contraccettivi orali combinati
Levonorgestrel-IUS (Mirena)
GnRH agonisti (leuprorelin) 3.75 mg/mese
Ulipristal acetato 5 mg/die
Paracetamolo 1g x4/die","- Ecografia transvaginale: masse uterine iperecogene, ben delimitate, con assenza di enhancement posteriore
- RMN pelvi: valutazione precisa del numero, dimensione e localizzazione dei miomi; differenziazione da adenomiosi e tumori maligni
- Isteroscopia: miomi sottomucosi (classificazione FIGO tipo 0, 1, 2)
","- Macroscopico: noduli rotondeggianti, ben delimitati, biancastri, con area di degenerazione ialina o mixoide
- Istologico: fasci di cellule muscolari lisce disposte a spirale o in fasci incrociati, mitosi rare, assenza di atipia
- Varianti: leiomioma cellulare, mitoticamente attivo, atipico, epitelioide
- Colorazioni: H&E, desmina (positiva), actina muscolare liscia (positiva)
"
Miomi Uterini,HA_SINTOMO,senso di pienezza addominale,sintomo,"ecografia transvaginale (gold standard), ecografia addominale, RMN pelvi (valutazione pre-operatoria), isteroscopia (miomi sottomucosi)","emocromo (valutazione anemia), ferritina, sideremia, funzionalita' tiroidea, ecografia transvaginale",Ginecologia,"acido tranexamico, fans, contraccettivi orali, GnRH agonisti, ulipristal acetato, miomectomia, embolizzazione arteriosa uterina, isterectomia","Acido tranexamico 1g x3/die
Ibuprofene 400-600 mg x3/die
Contraccettivi orali combinati
Levonorgestrel-IUS (Mirena)
GnRH agonisti (leuprorelin) 3.75 mg/mese
Ulipristal acetato 5 mg/die
Paracetamolo 1g x4/die","- Ecografia transvaginale: masse uterine iperecogene, ben delimitate, con assenza di enhancement posteriore
- RMN pelvi: valutazione precisa del numero, dimensione e localizzazione dei miomi; differenziazione da adenomiosi e tumori maligni
- Isteroscopia: miomi sottomucosi (classificazione FIGO tipo 0, 1, 2)
","- Macroscopico: noduli rotondeggianti, ben delimitati, biancastri, con area di degenerazione ialina o mixoide
- Istologico: fasci di cellule muscolari lisce disposte a spirale o in fasci incrociati, mitosi rare, assenza di atipia
- Varianti: leiomioma cellulare, mitoticamente attivo, atipico, epitelioide
- Colorazioni: H&E, desmina (positiva), actina muscolare liscia (positiva)
"
Miomi Uterini,HA_SINTOMO,pollachiuria (minzioni frequenti),sintomo,"ecografia transvaginale (gold standard), ecografia addominale, RMN pelvi (valutazione pre-operatoria), isteroscopia (miomi sottomucosi)","emocromo (valutazione anemia), ferritina, sideremia, funzionalita' tiroidea, ecografia transvaginale",Ginecologia,"acido tranexamico, fans, contraccettivi orali, GnRH agonisti, ulipristal acetato, miomectomia, embolizzazione arteriosa uterina, isterectomia","Acido tranexamico 1g x3/die
Ibuprofene 400-600 mg x3/die
Contraccettivi orali combinati
Levonorgestrel-IUS (Mirena)
GnRH agonisti (leuprorelin) 3.75 mg/mese
Ulipristal acetato 5 mg/die
Paracetamolo 1g x4/die","- Ecografia transvaginale: masse uterine iperecogene, ben delimitate, con assenza di enhancement posteriore
- RMN pelvi: valutazione precisa del numero, dimensione e localizzazione dei miomi; differenziazione da adenomiosi e tumori maligni
- Isteroscopia: miomi sottomucosi (classificazione FIGO tipo 0, 1, 2)
","- Macroscopico: noduli rotondeggianti, ben delimitati, biancastri, con area di degenerazione ialina o mixoide
- Istologico: fasci di cellule muscolari lisce disposte a spirale o in fasci incrociati, mitosi rare, assenza di atipia
- Varianti: leiomioma cellulare, mitoticamente attivo, atipico, epitelioide
- Colorazioni: H&E, desmina (positiva), actina muscolare liscia (positiva)
"
Miomi Uterini,HA_SINTOMO,stipsi,sintomo,"ecografia transvaginale (gold standard), ecografia addominale, RMN pelvi (valutazione pre-operatoria), isteroscopia (miomi sottomucosi)","emocromo (valutazione anemia), ferritina, sideremia, funzionalita' tiroidea, ecografia transvaginale",Ginecologia,"acido tranexamico, fans, contraccettivi orali, GnRH agonisti, ulipristal acetato, miomectomia, embolizzazione arteriosa uterina, isterectomia","Acido tranexamico 1g x3/die
Ibuprofene 400-600 mg x3/die
Contraccettivi orali combinati
Levonorgestrel-IUS (Mirena)
GnRH agonisti (leuprorelin) 3.75 mg/mese
Ulipristal acetato 5 mg/die
Paracetamolo 1g x4/die","- Ecografia transvaginale: masse uterine iperecogene, ben delimitate, con assenza di enhancement posteriore
- RMN pelvi: valutazione precisa del numero, dimensione e localizzazione dei miomi; differenziazione da adenomiosi e tumori maligni
- Isteroscopia: miomi sottomucosi (classificazione FIGO tipo 0, 1, 2)
","- Macroscopico: noduli rotondeggianti, ben delimitati, biancastri, con area di degenerazione ialina o mixoide
- Istologico: fasci di cellule muscolari lisce disposte a spirale o in fasci incrociati, mitosi rare, assenza di atipia
- Varianti: leiomioma cellulare, mitoticamente attivo, atipico, epitelioide
- Colorazioni: H&E, desmina (positiva), actina muscolare liscia (positiva)
"
Miomi Uterini,HA_SINTOMO,dolore lombare,sintomo,"ecografia transvaginale (gold standard), ecografia addominale, RMN pelvi (valutazione pre-operatoria), isteroscopia (miomi sottomucosi)","emocromo (valutazione anemia), ferritina, sideremia, funzionalita' tiroidea, ecografia transvaginale",Ginecologia,"acido tranexamico, fans, contraccettivi orali, GnRH agonisti, ulipristal acetato, miomectomia, embolizzazione arteriosa uterina, isterectomia","Acido tranexamico 1g x3/die
Ibuprofene 400-600 mg x3/die
Contraccettivi orali combinati
Levonorgestrel-IUS (Mirena)
GnRH agonisti (leuprorelin) 3.75 mg/mese
Ulipristal acetato 5 mg/die
Paracetamolo 1g x4/die","- Ecografia transvaginale: masse uterine iperecogene, ben delimitate, con assenza di enhancement posteriore
- RMN pelvi: valutazione precisa del numero, dimensione e localizzazione dei miomi; differenziazione da adenomiosi e tumori maligni
- Isteroscopia: miomi sottomucosi (classificazione FIGO tipo 0, 1, 2)
","- Macroscopico: noduli rotondeggianti, ben delimitati, biancastri, con area di degenerazione ialina o mixoide
- Istologico: fasci di cellule muscolari lisce disposte a spirale o in fasci incrociati, mitosi rare, assenza di atipia
- Varianti: leiomioma cellulare, mitoticamente attivo, atipico, epitelioide
- Colorazioni: H&E, desmina (positiva), actina muscolare liscia (positiva)
"
Miomi Uterini,HA_SINTOMO,disturbi della minzione,sintomo,"ecografia transvaginale (gold standard), ecografia addominale, RMN pelvi (valutazione pre-operatoria), isteroscopia (miomi sottomucosi)","emocromo (valutazione anemia), ferritina, sideremia, funzionalita' tiroidea, ecografia transvaginale",Ginecologia,"acido tranexamico, fans, contraccettivi orali, GnRH agonisti, ulipristal acetato, miomectomia, embolizzazione arteriosa uterina, isterectomia","Acido tranexamico 1g x3/die
Ibuprofene 400-600 mg x3/die
Contraccettivi orali combinati
Levonorgestrel-IUS (Mirena)
GnRH agonisti (leuprorelin) 3.75 mg/mese
Ulipristal acetato 5 mg/die
Paracetamolo 1g x4/die","- Ecografia transvaginale: masse uterine iperecogene, ben delimitate, con assenza di enhancement posteriore
- RMN pelvi: valutazione precisa del numero, dimensione e localizzazione dei miomi; differenziazione da adenomiosi e tumori maligni
- Isteroscopia: miomi sottomucosi (classificazione FIGO tipo 0, 1, 2)
","- Macroscopico: noduli rotondeggianti, ben delimitati, biancastri, con area di degenerazione ialina o mixoide
- Istologico: fasci di cellule muscolari lisce disposte a spirale o in fasci incrociati, mitosi rare, assenza di atipia
- Varianti: leiomioma cellulare, mitoticamente attivo, atipico, epitelioide
- Colorazioni: H&E, desmina (positiva), actina muscolare liscia (positiva)
"
Miomi Uterini,HA_SINTOMO,dolore durante i rapporti (dispareunia),sintomo,"ecografia transvaginale (gold standard), ecografia addominale, RMN pelvi (valutazione pre-operatoria), isteroscopia (miomi sottomucosi)","emocromo (valutazione anemia), ferritina, sideremia, funzionalita' tiroidea, ecografia transvaginale",Ginecologia,"acido tranexamico, fans, contraccettivi orali, GnRH agonisti, ulipristal acetato, miomectomia, embolizzazione arteriosa uterina, isterectomia","Acido tranexamico 1g x3/die
Ibuprofene 400-600 mg x3/die
Contraccettivi orali combinati
Levonorgestrel-IUS (Mirena)
GnRH agonisti (leuprorelin) 3.75 mg/mese
Ulipristal acetato 5 mg/die
Paracetamolo 1g x4/die","- Ecografia transvaginale: masse uterine iperecogene, ben delimitate, con assenza di enhancement posteriore
- RMN pelvi: valutazione precisa del numero, dimensione e localizzazione dei miomi; differenziazione da adenomiosi e tumori maligni
- Isteroscopia: miomi sottomucosi (classificazione FIGO tipo 0, 1, 2)
","- Macroscopico: noduli rotondeggianti, ben delimitati, biancastri, con area di degenerazione ialina o mixoide
- Istologico: fasci di cellule muscolari lisce disposte a spirale o in fasci incrociati, mitosi rare, assenza di atipia
- Varianti: leiomioma cellulare, mitoticamente attivo, atipico, epitelioide
- Colorazioni: H&E, desmina (positiva), actina muscolare liscia (positiva)
"
Miomi Uterini,HA_SINTOMO,infertilita',sintomo,"ecografia transvaginale (gold standard), ecografia addominale, RMN pelvi (valutazione pre-operatoria), isteroscopia (miomi sottomucosi)","emocromo (valutazione anemia), ferritina, sideremia, funzionalita' tiroidea, ecografia transvaginale",Ginecologia,"acido tranexamico, fans, contraccettivi orali, GnRH agonisti, ulipristal acetato, miomectomia, embolizzazione arteriosa uterina, isterectomia","Acido tranexamico 1g x3/die
Ibuprofene 400-600 mg x3/die
Contraccettivi orali combinati
Levonorgestrel-IUS (Mirena)
GnRH agonisti (leuprorelin) 3.75 mg/mese
Ulipristal acetato 5 mg/die
Paracetamolo 1g x4/die","- Ecografia transvaginale: masse uterine iperecogene, ben delimitate, con assenza di enhancement posteriore
- RMN pelvi: valutazione precisa del numero, dimensione e localizzazione dei miomi; differenziazione da adenomiosi e tumori maligni
- Isteroscopia: miomi sottomucosi (classificazione FIGO tipo 0, 1, 2)
","- Macroscopico: noduli rotondeggianti, ben delimitati, biancastri, con area di degenerazione ialina o mixoide
- Istologico: fasci di cellule muscolari lisce disposte a spirale o in fasci incrociati, mitosi rare, assenza di atipia
- Varianti: leiomioma cellulare, mitoticamente attivo, atipico, epitelioide
- Colorazioni: H&E, desmina (positiva), actina muscolare liscia (positiva)
"
Miomi Uterini,HA_SINTOMO,anemia da carenza di ferro,sintomo,"ecografia transvaginale (gold standard), ecografia addominale, RMN pelvi (valutazione pre-operatoria), isteroscopia (miomi sottomucosi)","emocromo (valutazione anemia), ferritina, sideremia, funzionalita' tiroidea, ecografia transvaginale",Ginecologia,"acido tranexamico, fans, contraccettivi orali, GnRH agonisti, ulipristal acetato, miomectomia, embolizzazione arteriosa uterina, isterectomia","Acido tranexamico 1g x3/die
Ibuprofene 400-600 mg x3/die
Contraccettivi orali combinati
Levonorgestrel-IUS (Mirena)
GnRH agonisti (leuprorelin) 3.75 mg/mese
Ulipristal acetato 5 mg/die
Paracetamolo 1g x4/die","- Ecografia transvaginale: masse uterine iperecogene, ben delimitate, con assenza di enhancement posteriore
- RMN pelvi: valutazione precisa del numero, dimensione e localizzazione dei miomi; differenziazione da adenomiosi e tumori maligni
- Isteroscopia: miomi sottomucosi (classificazione FIGO tipo 0, 1, 2)
","- Macroscopico: noduli rotondeggianti, ben delimitati, biancastri, con area di degenerazione ialina o mixoide
- Istologico: fasci di cellule muscolari lisce disposte a spirale o in fasci incrociati, mitosi rare, assenza di atipia
- Varianti: leiomioma cellulare, mitoticamente attivo, atipico, epitelioide
- Colorazioni: H&E, desmina (positiva), actina muscolare liscia (positiva)
"
